class,message
0,อยากให้พนักงานใส่ใจการจัดของให้ลูกค้าค่ะ ได้ไปสั่งชุด pork whopper combo set พร้อม hamburger เพิ่มอีก 2 ชิ้น ที่สาขาตรงที่พักรถกลางทางแห่งหนึ่ง พอพนักงานเรียกรับของเราก็เปิดถุงเช็คของตามปกติ ปรากฏว่าขาด hamburger ไป 1 ชิ้น ก็บอกพนักงาน เขาก็หยิบมาใส่ถุงให้ ชักไม่แน่ใจเลยดูให้ละเอียดอีกที...ไม่มี French fried ค่ะ เลยถามว่าในชุดมันต้องมี french fried ด้วยไม่ใช่เหรอ เขาเลยเช็ค order ใหม่ว่าเราสั่งอะไร แล้วก็หยิบมาให้ ไม่มีพูดอะไรให้เรารู้สึกดีขึ้นเลย จัดของขาดไป 2 อย่างเนี่ยนะ นี่ถ้าไม่เช็คของก่อนแล้วขึ้นรถขับไปแล้ว มันจะย้อนกลับมาเอาได้ยังไง มันไม่มีที่กลับรถนะ  ชอบทาน Burger King นะ ถ้าเดินทางแล้วผ่านสาขานี้จะแวะซื้อทุกครั้งเลย
0,อ่านด้วยนะครับแอดมินเพจ อ่านแล้วก็ไปแจ้งหรือส่งเรื่องด้วย สาขา รามอินทรา กม.6.5 สั่งแพนเค้กวิช 2 เซตกับ ครัวซอง1 ชิ้น ได้ครัวซองมา2 เซตกับ1 ชิ้น บ้านก็ไม่ใกล้สาขานะจะขับรถไปเปลี่ยนก็ใช่เรื่อง เซ็งมา
0,"อาหารอร่อยมากครับ ผมเป็นลูกค้าประจำเลยสาขาปั้มเอสโซ่บางนาตราด กม.7 ชอบไปกินมากๆ ดึกๆไม่มีไรกินก็ขับรถไปกินกับน้อง แต่ต่อจากนี้คงไม่ไปกินอีกเพราะเพิ่งขับรถไปซื้อแบบไดร์ทรู เลยไม่ได้เปิดดู(ถ้าเปิดดูแล้วเห็นก่อนคงจะถามน้องพนักงานแล้ว) เพราะเชื่อว่าเบอร์เกอที่นี่มีมาตรฐาน เพื่อจะกลับมากินกับน้องและแม่ กลับมาเปิดดูผมนี่ช็อคเลย จ่าย500กว่าบาท นึกว่าหมูสไลด์ประกบขนมปังไม่ทราบเหมือนกันว่ามีมาตราการลดขนาดสินค้าหรือป่าว"
0,เอาของเก่ามาขาย ใช้น้ำมันเก่ามาทอด ขายให้ลูกค้า หุหุ มึงต้องปรับใหญ่ล่ะ
0,แอดมินเพจทำงานแย่มากนะคะ ไม่อินบ๊อกซ์แจ้งผู้โชคดีที่ได้รับรางวัล ดิชั้นถามหน่อยถ้าคุณไม่แจ้ง เราจะทราบได้อย่างไร ไม่มีการแท๊ก ไม่มีการอินบ๊อกซ์ แล้วเพจคุณ คุณโพสใหม่กี่โพส เราต้องรีเฟรชเพจคุณ ไม่ต้องทำอย่างอื่นเลยมั้ยคะ แย่จัง ต่อไปจัดกิจกรรมอะไร คิดให้ดีกว่านี้นะคะ เสียความรู้สึก!
1,ชอบมากสำหรับคุณภาพและรสชาติของ burger king อยากให้เปิดสาขาแถวปิ่นเกล้าบ้าง
1,ดีครับ
1,"ดีชอบมาก แต่เบอร์เผ็ดกินได้แต่ปลา ไม่แปลกที่ไม่ค่อยถูกปากคนไทย ฝรั่งเค้าชอบมากกว่าแม็คอีก"
1,เดี๋ยวนี้ราคาแพงเวอร์ เบอร์เกอร์คุณภาพแย่ลงแต่ก็ยังอร่อย hb อร่อยมาก สาขาน้อยหากินยากไปหน่อยนี่สิ
1,ตอนแรกคิดว่าเป็นไอติมคาราเมลอย่างเดียวอ่ะแต่ๆๆๆ มีกาแฟมาด้วย ดับเบิ้ลค่าาาา
1,ถ้าเทียบกับร้านลักษณะแบบเดียวกันอย่าง K. หรือ M. ยังไง Burger King ก็กินขาด สาขาน้อยไปหน่อยแต่ก็ขยายสาขาเรื่อยๆ ดีใจที่มาเปิดใกล้ office สักที
1,ทานบ่อยมากค่ะ รสชาติอร่อยทีเดียวเลย
1,น่ากินทุกอย่างเลย
1,น่าทานอร่อยดีครับ
1,น่ารับประทานมากเลย
1,น่าลองๆไปชิมกันน้ะเพื่อนคนไหนยังไม่เคยลิ้มลอง
1,บริการดี...รวดเร็ว..เยี่ยม สถานที่สะอาด พนักงานเปนกันเอง
1,บริการดีคะ สั่งอาหารได้เร็วทันใจ สถานที่สะอาด
1,เบอร์เกอร์ที่นี่สุดยอดมากๆบอกเลยมากี่ทีก็ประทับใจในรสชาติ
1,เบอร์เกอร์ที่อร่อยที่สุดในสามโลก
1,เบอร์เกอร์อร่อยฮะ
1,ประทับใจที่สุด สมกับราคา   อร่อยมากค่ะ
1,เป็นเบอร์เกอร์ที่หอมอร่อยสดใหม่น่าทานมากๆที่สุดเลย แถมย่างบนเตาถ่านร้อนๆ ยอดเยี่ยมและอร่อยมากครับ.
1,แปลกแหวกแนวไม่เหมือนใครต้องลองดูแล้วจะบอกต่อกัน รันรัน
1,ไปจัดมาแล้ววว โปร ลด50% คุ้มสุดๆ hashbrown อร่อยมากกกกก
1,"พนักงานน่ารักมากเลยค่ะ เราซื้อเสร็จเดินออกจากร้าน ซักพักพนักงานเดินตามมาที่รถ เอาถุงมาให้ ( รถมอเตอร์ไซ ) คงกลัวว่าจะเอากลับลำบาก อยากให้พนักงานทุกคนบริการดีๆแบบนี้ทุกสาขาเลย ^^ ส่วนอาหารนั้นไม่ต้องพูดถึงเลย กินมาตั้งแต่ยังเด็ก จนตอนนี้ก็ยังชอบมากๆค่ะ"
1,พนักงานสาขาชิดลมบริการดีมากยิ้มแย้มแจ่มใสพร้อมที่จะให้บริการแนะนำดีแจ้งโปรมีส่วนลดด้วย50%ร้านสะอาดมีการขอบคุณลูกค้าทุกครั้งมากี่ครั้งก็ประทับใจค่ะต้องขอบคุณเบอร์เกอร์คิงนะค่ะที่จัดโปรดีๆให้กับลูกค้าแถมการบริการก็ดียอดเยี่ยมมากค่ะ
1,พนักงานสาขาบ้านชาติบริการดีมากครับ โดยเฉพาะวัชรพงศ์ โคตรนารินทร์
1,พนักงานสาขาบ้านชาติบริการดีมากเลยครับโดยเฉพาะคุณวัชรพงศ์
1,มอเตอร์เวย์ขาเข้าบริการดีมากครับ
1,เมื่อวานไปทานสาขา The Street ตอนตี3มาครับ แล้วลืมกระเป๋าตังไว้ วันนี้กลับไปสอบถามและได้รับคืน เงินและบัตรในกระเป๋าตังอยู่ครบทุกอย่าง พี่พนักงานผู้หญิงก็ยิ้มบริการอย่างเต็มใจมากครับ แบบนี้อุดหนุนต่อๆไปแน่นอนครับ ขอบคุณพนักงานพี่ผู้หญิงมากๆครับ
1,เยี่ยมมาก
1,รสชาติจัดจ้าน หนักแน่น เต็มอิ่ม อร่อย
1,รอคอยว่าเมื่อไหร่จะมาเปิดแถวบางใหญ่บางบัวทองบ้างนะคะชอบถึงขั้นรักเลยค่ะ
1,ราคาแพงกว่าที่อื่น แต่รสชาติและคุณภาพระดับสากล
1,รู้สึกหน้าจะ yum my ๆ good good
1,เราทานบ่อยมากเลย ชอบเบอร์เกอร์ไกกับ่ มิลค์เชค ใกล้ทีีทำงานด้วย สาขา ข้าวสาร พนักงานก็บริการดีค่ะ
1,เรียนผู้จัดการร้าน เบอร์เกอร์คิงชิดลม ได้ไปใช้บริการหลายครั้งแล้ว รู้สึกประทับใจในการบริการและรับลูกค้า คือตอนไปสั่งอาหารพนักงานที่ท้อง ได้แนะนำเมนูและอธิบายหลายอย่างให้ฟัง จนเข้าใจ พนักงานอธิบายดีมาก และยิ้มแย่ม คุยด้วยน้ำเสียงสนุกฟังแล้วดี ฉันมักจะให้ทิปเธอบ่อยๆ เห็นเธอท้องยืนรับลูกค้าเป็นเวลานานฉันคิดว่าหน้าจะมีเก้าอี้ให้เธอนั่งรับลูกค้านะค่ะ มาใช้บริการที่นี้รู้สึกประทับใจพนักงานที่ท้องและโดยรวมในร้าน
1,ลูกสาวชอบอ้ามๆๆ
1,เลิฟมันฝรั่งทอดของเบอเกอร์คิงที่สุด(ถึงจะเค็มไปหน่อย) แฮร่
1,วันนี้ไปกินมาแล้ว ที่สาขา ตรง นวนคร อร่อยๆมาก เป็นครั้งแรกที่เคยกินเลย ขี่รถมอไซจากอยุธยาไป ร้านสวยและดูดีมากๆ ใช้โปรคุ้มเลยค่ะ เบอเกอร์เนื้อแน่นฉ่ำมากๆ ถ้ามีโอกาสจะกินอีก มีสาขาที่ไกล้อยุธยาอีกไหมคะ ขอตินิดนึงในรูปกับของจิงไม่ค่อยเหมือนกัน
1,วันนี้ไปซื้อหอมทอด พาย กับซันเดย์ ที่สาขา ปั้มเชลล์ แจ้งวัฒนะ มา พนักงานบริการดีมากครับ พาย ซันเดย์ อร่อยมากครับ แต่หอมทอดดันออกแห้ง ๆ ไปหน่อยแหะ แต่โดยรวมใช้ได้ครับ คุ้มค่ากับเงินที่เสียไปครับ
1,สั่งชุด chicken strips เปิดกล่องมาไหม้ดำ ลองเลือกชิมชิ้นที่ดำน้อยขมมาก บอกพนักประจำสาขาMortor Way ขามุ่งหน้าชลบุรี พนักงานกล่าวขอโทษด้วยใบหน้าที่เป็นมิตรและไปเปลี่ยนมาให้ใหม่ ขอบคุณใน service mind ที่ดี
1,สาขาก่อนถึงเมืองเอกในปั๊มเอสโซ่บริการดีมากค่ะยิ้มแย้ม สั่งหอมทอดถามราคามีแนะนำด้วยตอนนี้ลด50% ที่อื่นไม่เห็นแนะนำแบบนี้ ชอบค่ะ จะมาบ่อยๆนะคะ
1,สาขาบางจาก กาญจนา บริการดีเยี่ยม ทีมงานบริการดีมาก ชัชวาลย์ แซ่ตั้ง
1,สาขาเมกะบางนา ดีนะค่ะ บริการน่ารัก อาหารได้ครบ พนักงานเสริฟให้ที่โต๊ะด้วย ซํ้า ชอบค้ะ
1,ใส่ใจรับฟังคอมเม้นท์จากลูกค้า จริงใจในการแก้ปัญหา 
1,หลังจากไม่ได้กินมานานหลายปี ยังอร่อยเมื่อเดิมไม่เคยเปลี่ยน สาขาปั้มคาร์เทค ประชานุกูล บริการดีมากๆๆเลยประทับใจสุดๆ
1,อยากแดกกกกก
1,อยากทานมากแต่พอมาอยู่ชานเมืองแล้วหากินมิได้เวย
1,อยากให้มาเปิดสาขาที่เซ็นทรัลเวสเก็ตจังเลย จะหาที่กินที ใกลเกิ๊นนนน
1,อยากให้มีสาขาเพิ่มขึ้น ต่างจังหวัดก้อน่าจะมีบ้าง
1,อยากให้มีหลายๆสาขา มีเดลิเวอร์รี่ทุกพื่นที่ ของอร่อย มีคุนภาพ คนกินเยอะอยุ่แล้ว
1,อร่อย คุ้มค่ากับราคาที่จ่ายไปมากครับ เยี่ยม
1,อร่อย อร่อยชอบมว๊าก
1,"อร่อยครับ กลิ่นหอมติดจมูก อืม..น้ำลายใหล...สรุปของเค้าดีมีคุณภาพสมราคาครับ"
1,อร่อยจริงเบอร์เกอร์ร้านนี้ ชิ้นใหญ่ จุใจ อิ่มในชิ้นเดียว
1,อร่อยชอบมากๆ
1,อร่อยมาก
1,อร่อยมาก. สมชื่อราชาเบอร์เกอร์จริงๆค่ะ
1,อร่อยมากๆ กินแบบสะใจ
1,อร่อยมากก
1,อร่อยมากชอบ..เป็นเบอเกอร์ที่อร่อยที่สุดที่กินมา
1,อร่อยมากยอดเยี่ยมกระเทียมดองฟินโคตรขอบอก
1,อร่อยยย อิ่มม สะอาดดด เลอ ค่า
1,อร่อยสะอาดและมีคุณภาพดีคะ
1,อร่อยสุดๆ
1,อรอ่ยสุดๆค่ะ
1,อร่อยอยากให้มีที่อุดรนะ
1,อาหารอร่อยยยยมากมาย อยากไปกินอีก พุ่งนี้ไปมั้ยๆๆเพื่อนๆ ปะๆๆ
1,ไอศกรีมที่ Burger King อร่อยมากครับ เนื้อแน่นมากชมจากใจจริงไม้ได้อวยครับ
